HEADER,TEXT,COUNT,
,Dosing in pediatric patients:Please refer to the Kaletra® prescribing information for dosing recommendations based on body surface area and body weight.Neither lopinavir/ritonavir tablets nor oral solution should be administered once daily in combination with nevirapine.,1,
,"Dosing of Vardenafil 5 mgand Alpha-BlockerSeparated by 6 Hours,Placebo-Subtracted",8,
,Dosing of Vardenafil and Alpha-Blocker Separated by 6 Hours,16,
y,Dosing Schedule ,2,
y,Dosing Schedule,2,
y,Dosing Schedule,2,
y,Dosing Schedule,2,
y,Dosing Schedule,2,
y,Dosing Schedule,1,
,Do not exceed 10 mg simvastatin daily ,1,
,Do not exceed 20 mg simvastatin daily ,1,
,Do not exceed 8 mg/day,2,
,Do not exceed 8 mg/day,2,
,Do not exceed 8 mg/day,1,
,Do not exceed 8 mg/day,1,
y,Drug,1,
,"Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis (2.6, 5.1, 7, 12.3)",1,checked
,"Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis ( , , , )\2.6\5.1\7\12.3",2,checked
,"Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis (2.6, 5.1, 7, 12.3)",12,checked
y,Drug Name  ,2,
y,Drug Plasma Exposure (Cmax and AUC?),1,
y,Drug Plasma Exposure(Cmax and AUC?),5,
,Efavirenz* ,1,
,Effect\Average effect on steady state theophylline concentration or other clinical effect for pharmacologic interactions. Individual patients may experience larger changes in serum theophylline concentration than the value listed. ,1,
y,EFFECT,10,
y,Effect onConcentration of Saquinavir or Concomitant Drug,1,
y,Effect on Active Moiety (Risperidone + 9-Hydroxy-Risperidone (RatioChange relative to reference) ,2,
y,Effect on Concentration,3,
y,Effect on Concentration of Etravirine or Concomitant Drug,3,
y,Effect on Concentration of Lamotrigine or Concomitant Drug,10,
y,Effect on Concentration of Nevirapine or Concomitant Drug,1,
y,Effect on Concentration of Rilpivirine or Concomitant Drug ,1,
y,Effect on Concentration of   Nevirapine or                               Concomitant Drug,1,
y,Effect onConcentration ofLamotrigine orConcomitant Drug,1,
y,Effect**,4,
,EffectAverage effect on steady state theophylline concentration or other clinical effect for pharmacologic interactions. Individual patients may experience larger changes in serum theophylline concentration than the value listed.,1,
y,Effect on ActiveMoiety (Risperidone + 9-Hydroxy- Risperidone (Ratio*),2,
y,Effect on Active Moiety (Risperidone + 9- Hydroxy- Risperidone (Ratio*),2,
y,Effect on ActiveMoiety(Risperidone + 9-Hydroxy-Risperidone (Ratio*),1,
y,Effect on ActiveMoiety (Risperidone + 9-Hydroxy- Risperidone (Ratio*),2,
y,Effect on ActiveMoiety (Risperidone + 9-Hydroxy- Risperidone (Ratio*),2,
y,Effect on Concentration of Lamotrigine or  Concomitant Drug,2,
,Ergot alkaloids: Ergotamine,1,
,Estrogen-containing oral,34,
,Estrogens (oral),34,
,"Excessive use of thyroid hormones with growth hormones may accelerate epiphyseal closure.However, untreated hypothyroidism may interfere with growth response to growth hormone.",2,
,"Excessive use of thyroid hormones with growth hormones may accelerate epiphyseal closure. However, untreated hypothyroidism may interfere with growth response to growth hormone.",48,
y,Exposure,8,
,"For patients with HoFH, do not exceed 20 mg simvastatin daily*",1,
,Fosamprenavir* ,1,
,Fosamprenavir/ Ritonavir*,1,
,Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day),2,
,Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day),12,
,Furosemide ( > 80 mg IV) Heparin Hydantoins Non Steroidal Anti-lnflammatory Drugs - Fenamates - Phenylbutazone Salicylates ( > 2 g/day),2,
,Furosemide ( > 80 mg IV) Heparin Hydantoins Non Steroidal Anti-lnflammatory Drugs - Fenamates - Phenylbutazone Salicylates ( > 2 g/day),16,
,Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day),32,
,Furosemide ( > 80 mg IV)HeparinHydantoinsNon SteroidalAnti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day),32,
y,Glucocorticoids,17,
,Growth Hormones- Somatrem- Somatropin,2,
,Growth Hormones- Somatrem- Somatropin,12,
,Growth Hormones - Somatrem - Somatropin,18,
,Growth Hormones- Somatrem- Somatropin,64,
,Heroin / Methadone,34,
,hyperthyroidism poor nutritional state steatorrhea vitamin K deficiency,1,
,hyperthyroidismpoor nutritional statesteatorrheavitamin K deficiency,4,
,Hypoglycemia potentiated,1,
,Hypoglycemia potentiated.,5,
,"Hypoglycemia sometimes severe has been reported when ciprofloxacin and oral antidiabetic agents, mainly sulfonylureas (for example, glyburide, glimepiride), were co-administered, presumably by intensifying the action of the oral antidiabetic agent. Fatalities have been reported. Monitor blood glucose when ciprofloxacin is co-administered with oral antidiabetic drugs. [See Adverse Reactions (6.1).] ",2,
,"Hypoglycemia sometimes severe has been reported when ciprofloxacin and oral antidiabetic agents, mainly sulfonylureas (for example, glyburide, glimepiride), were co-administered, presumably by intensifying the action of the oral antidiabetic agent. Fatalities have been reported. Monitor blood glucose when ciprofloxacin is co-administered with oral antidiabetic drugs. [See Adverse Reactions ( ).]\6.1",2,
,"Hypoglycemia sometimes severe has been reported when ciprofloxacin and oral antidiabetic agents, mainly sulfonylureas (for example, glyburide, glimepiride), were co-administered, presumably by intensifying the action of the oral antidiabetic agent. Fatalities have been reported. Monitor blood glucose when ciprofloxacin is co-administered with oral antidiabetic drugs. [See Adverse Reactions (6.1).] ",4,
,hypothyroidism nephrotic syndrome,1,
,hypothyroidismnephrotic syndrome,4,
,I. Due to the competition of salicylate with other drugs for binding to serum albumin the following drug interactions may occur:,2,
,"If unavoidable, monitor for duloxetine toxicity",8,
,"Immunosuppressants: Cyclosporine, tacrolimus, sirolimus",1,
,Increased exposure to eluxadoline when coadministered with cyclosporine [see Clinical Pharmacology (12.3)],1,
,"Increased Risk of Myopathy/Rhabdomyolysis (2, 5.1, 7, 12.3)",2,
,Indinavir* ,1,
y,"Influence of AED on MHD Concentration(Mean \Change, 90% Confidence Interval)",1,checked
y,"Influence of Oxcarbazepine on AED \Concentration(Mean Change, 90% Confidence Interval)",1,checked
y,Interaction,35,
,InteractionInteraction,6,
,"Iodide and drugs that contain pharmacologic amounts of iodide may cause hyperthyroidism in euthyroid patients with Grave's disease previously treated with antithyroid drugs or in euthyroid patients with thyroid autonomy (e.g., multinodular goiter or hyper functioning thyroid adenoma). Hyperthyroidism may develop over several weeks and may persist for several months after therapy discontinuation. Amiodarone may induce hyperthyroidism by causing thyroiditis.",48,
,"Iodide and drugs that contain pharmacological amounts of iodide may cause hyperthyroidism in euthyroid patients with Grave's disease previously treated with antithyroid drugs or in euthyroid patients with thyroid autonomy (e.g., multinodular goiter or hyperfunctioning thyroid adenoma).Hyperthyroidism may develop over several weeks and may persist for several months after therapy discontinuation.Amiodarone may induce hyperthyroidism by causing thyroiditis.",2,
,Itraconazole,1,
,Ketamine,96,
,Ketoconazole*,1,
,lomefloxacinmebendazole,1,
,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients.The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism.Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents.Long-term aminoglutethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.",2,
,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients. The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism. Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents. Long-term amino-glu-tethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.",1,
,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients. The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism. Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents. Long-term amino-glu-tethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.",6,
,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients. The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism. Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents. Long-term amino-glu-tethimide therapy may minimally decrease T and T levels and increase TSH, although all values remain within normal limits in most patients.\4\3",9,
,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients. The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism. Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents. Long-term amino-glu-tethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.",32,
,Lopinavir/Ritonavir*,1,
y,Mean (SD) Noncompartmental Pharmacokinetic Parameters After Multiple Doses of 5 mg/day in Older Men,2,
y,Mean (SD) Pharmacokinetic Parameters in Healthy Young Subjects (n=15),1,
y,Mean (± SD),3,
,Mean Ratio of\Co-administered Drug\Pharmacokinetic Parameters90% CI; No effect = 1.00,6,
,Mean Ratio of Etravirine\Pharmacokinetic Parameters90% CI; No Effect = 1.00,6,
,medroxyprogesterone ,1,
,Methadone levels were decreased; increased dosages may be required to prevent symptoms of opiate withdrawal. Methadone-maintained patients beginning nevirapine therapy should be monitored for evidence of withdrawal and methadone dose should be adjusted accordingly.,2,
,"Methylxanthine Bronchodilators- (e.g., Theophylline)",2,checked
,"Methylxanthine Bronchodilators- (e.g., Theophylline)",12,
,"Methylxanthine Bronchodilators - (e.g., Theophylline)",18,
,"Methylxanthine Bronchodilators- (e.g., Theophylline)",64,
,Mitotane,34,
,Monitor for sildenafil toxicity (see Pharmacokinetics 12.3). ,2,
,Monitor for sildenafil toxicity (see Pharmacokinetics 12.3). ,4,
,Monitor for sildenafil toxicity (see   ).\Pharmacokinetics\12.3,2,
,Monitor renal function (in particular serum creatinine) when ciprofloxacin is co-administered with cyclosporine.,8,
,Monitoring for ropinirole-related adverse reactions and appropriate dose adjustment of ropinirole is recommended during and shortly after co-administration with ciprofloxacin[see Warnings and Precautions (5.15)]. ,2,
,Monitoring for ropinirole-related adverse reactions and appropriate dose adjustment of ropinirole is recommended during and shortly after co-administration with ciprofloxacin[see ( )].\Warnings and Precautions\5.15,2,
,Monitoring for ropinirole-related adverse reactions and appropriate dose adjustment of ropinirole is recommended during and shortly after co-administration with ciprofloxacin[see Warnings and Precautions (5.15)]. ,4,
,Motility agents: Cisapride,1,
y,n,12,
,Nelfinavir* ,1,
,Nevirapine and boceprevir should not be coadministered because decreases in boceprevir plasma concentrations may result in a reduction in efficacy.,2,
,Nevirapine and itraconazole should not be administered concomitantly due to potentia decreases in itraconazole plasma concentrations that may reduce efficacy of the drug.,2,
,Nevirapine and ketoconazole should not be administered concomitantly because decreases in ketoconazole plasma concentrations may reduce the efficacy of the drug.,2,
,Nevirapine and rifampin should not be administered concomitantly because decreases in nevirapine plasma concentrations may reduce the efficacy of the drug. Physicians needing to treat patients co-infected with tuberculosis and using a nevirapine-containing regimen may use rifabutin instead.,2,
,"Nevirapine and telaprevir should not be coadministered because changes in plasma concentrations of nevirapine, telaprevir, or both may be may result in a reduction in telaprevir efficacy or an increase in nevirapine-associated adverse events.",1,
,No dosing adjustments are required when nevirapine is co-administered with 700/100 mg of fosamprenavir/ritonavir twice daily. The combination of nevirapine administered with fosamprenavir/ritonavir once daily has not been studied.,1,
,Non-steroidal anti-inflammatory drugs (but not acetyl salicylic acid) in combination of very high doses of quinolones have been shown to provoke convulsions in pre-clinical studies and in postmarketing.,8,
y,Noted or anticipated Outcome,2,
,Opiate agonists: Fentanyl,1,
,"Oral contraceptives and other hormonal methods of birth control should not be used as the sole method of contraception in women taking nevirapine, since nevirapine may lower the plasma levels of these medications. An alternative or additional method of contraception is recommended.",2,
,Oral contraceptives: Ethinyl estradiol and Norethindrone*,1,
y,Oral drugs for which sevelamer did not alter the pharmacokinetics when administered concomitantly,1,
y,Oxcarbazepine Dose(mg/day),1,
,PK,4,
,Plasma concentrations may be altered. Nevirapine should not be coadministered with another NNRTI as this combination has not been shown to be beneficial.,1,
,Plasma concentrations may be decreased.,7,
,Plasma concentrations may be increased.,1,
,Plasma concentrations of boceprevir may be decreased due to induction of CYP3A4/5 by nevirapine.,1,
,Plasma concentrations of nevirapine and the anticonvulsant may be decreased.,1,
,Plasma concentrations of telaprevir may be decreased due to induction of CYP3A4 by nevirapine and plasma concentrations of nevirapine may be increased due to inhibition of CYP3A4 by telaprevir.,1,
,Plasma concentrations     of boceprevir may be decreased due to induction of CYP3A4/5 by nevirapine,1,
,Potential effect on anticoagulation. Monitoring of anticoagulation levels is recommended.,2,
,"Potential increase in the risk of methotrexate associated toxic reactions. Therefore, carefully monitor patients under methotrexate therapy when concomitant ciprofloxacin therapy is indicated.",8,
,Potentiation of ciprofloxacin toxicity may occur.,1,
,Potentiation of ciprofloxacin toxicity may occur. ,1,
,Potentiation of ciprofloxacin toxicity may occur. ,2,
y,Prescribing Recommendations ,20,
y,Prescribing Recommendations for LIPTRUZET,1,
,Probenecid,1,
,Probenecid ,1,
,Probenecid ,2,
y,Radiographic Agents,96,
,Re-evaluate dosing. ,2,
,Re-evaluate dosing. ,2,
,Re-evaluate dosing. ,1,
,Re-evaluate dosing. ,1,
,Re-evaluate dosing. ,1,
,Re-evaluate dosing. Do not exceed 8 mg/day,2,
,Re-evaluate dosing. Do not exceed 8 mg/day,1,
,Re-evaluate dosing. Do not exceed 8 mg/day,4,
y,Recommendations forVoriconazole Dosage Adjustment/Comments,2,
y,Recommendations for DrugDosage Adjustment/Comments,2,
y,Recommendations for Drug Dosage Adjustment/Comments,1,
y,Recommendations for Drug Dosage Adjustment/Comments,3,
y,Recommendations for Voriconazole Dosage Adjustment/Comments,3,
y,Recommendations for VoriconazoleDosage Adjustment/Comments,1,
,"Rifabutin and its metabolite concentrations were moderately increased. Due to high intersubject variability, however, some patients may experience large increases in rifabutin exposure and may be at higher risk for rifabutin toxicity. Therefore, caution should be used in concomitant administration.",2,
,Rifabutin*,1,
,Rifampin*,1,
,Risperidone,2,
,Risperidone,2,
,Risperidone,1,
,Risperidone,1,
,Risperidone,1,
y,Risperidone Dose Recommendation ,2,
,Risperidone ,1,
y,Risperidone DoseRecommendation,2,
y,Risperidone Dose Recommendation,1,
y,Risperidone DoseRecommendation,2,
y,Risperidone DoseRecommendation,1,
y,Risperidone DoseRecommendation,1,
,Saquinavir/Ritonavir ,1,
,Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state.Therapeutic effect of digitalis glycosides may be reduced.,2,
,Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state. Therapeutic effect of digitalis glycosides may be reduced.,48,
,"Simultaneous dosing of Vardenafil 5 mgand Alpha-Blocker,Placebo-Subtracted",8,
,Simultaneous dosing of Vardenafil and Alpha-Blocker,16,
,Slow-Release Nicotinic Acid,17,
y,Specific Drugs Reported,30,
,St. John’s Wort,1,
,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.",1,
,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.",6,
,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.\4",9,
,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.",32,
,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased levothyroxine requirements.Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.",2,
y,Sympathomimetics,96,
,Table 13. Established and Other Potentially Significant Drug Interactions,1,
,Tamoxifen,34,
,Telaprevir,1,
,The appropriate doses of the combination of and nevirapine and saquinavir/ritonavir with respect to safety and efficacy have not been established.,1,
,The appropriate doses of the combination of nevirapine and nelfinavir with respect to safety and efficacy have not been established.,2,
,The appropriate doses of the combination of nevirapine and saquinavir/ritonavir with respect to safety and efficacy have not been established.,1,
,The appropriate doses of these combinations with respect to safety and efficacy have not been established.,1,
,The appropriate doses of these combinations with respect to safety and efficacy have not been established. Plasma concentrations may be altered.Nevirapine should not be coadministered with another NNRTI as this combination has not been shown to be beneficial.,1,
,The appropriate doses of this combination of indinavir and nevirapine with respect to efficacy and safety have not been established.,1,
,The appropriate doses of this combination of indinavir and nevirapine with respect to efficacy and safety have not been established. ,1,
,The concomitant use of beta-blockers and Glucagon for Injection may increase the risk of a temporary increase in heart rate and blood pressure.  ,2,
,The interaction between nevirapine and saquinavir/ritonavir has not been evaluated,1,
,The interaction between nevirapine saquinavir/ritonavir has not been evaluated,1,
,"The risk may vary with the underlying infection, age and general status of the patient so that the contribution of ciprofloxacin to the increase in INR (international normalized ratio) is difficult to assess. Monitor prothrombin time and INR frequently during and shortly after co-administration of ciprofloxacin with an oral anti-coagulant (for example, warfarin).",8,
,"Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both.Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment.Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients.Interferon-? and -? have not been reported to cause thyroid dysfunction.",2,
,"Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both. Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment. Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients. Interferon-? and -? have not been reported to cause thyroid dysfunction.",48,
,These agents have been associated with thyroid hormone and / or TSH level alterations by various mechanisms.,2,
,These agents have been associated with thyroid hormone and/or TSH level alterations by various mechanisms.,48,
,"Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants.Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis.Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.",2,
,"Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants. Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis. Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.",48,
,"Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.",1,
,"Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.",6,
,"Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.",34,
,"Thyroid hormones may reduce the uptake of I, I, and Tc.\123\131\99m",9,
,tipranavir/ritonavir\Drug Dose (Schedule),2,
,tipranavir/ritonavir Drug Dose (Schedule),2,
,Titrate dose upwards.Do not exceed twice the patient’s usual dose,2,
,Titrate dose upwards. Do not exceed twice the patient’s usual dose,1,
,Titrate dose upwards.Do not exceed twice the patient’s usual dose,2,
,Titrate dose upwards.Do not exceed twice the patient’s usual dose,1,
,"To avoid the loss of seizure control associated with decreased phenytoin levels and to prevent phenytoin overdose-related adverse reactions upon ciprofloxacin discontinuation in patients receiving both agents, monitor phenytoin therapy, including phenytoin serum concentration during and shortly after co-administration of ciprofloxacin with phenytoin.",8,
y,TOPAMAX Concentration,1,
y,Topiramate Concentration,9,
y,TopiramateConcentration,2,
y,Topiramate  Concentration ,2,
y,Type of Interaction,6,
,Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses: dopamine ( ? 1 mcg/kg/min); Glucocorticoids (hydrocortisone ? 100 mg/day or equivalent); Octreotide ( > 100 mcg/day).,48,
,Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses: Dopamine ( ? 1 µg/kg/min); Glucocorticoids (hydrocortisone ? 100 mg/day or equivalent); Octreotide ( > 100 µg/day).,2,
,Use with caution,24,
,Use with caution (Increase in anticoagulant effect),8,
,Use with caution (interferes with renal tubular secretion of ciprofloxacin and increases ciprofloxacin serum levels),2,
,Use with caution (interferes with renal tubular secretion of ciprofloxacin and increases ciprofloxacin serum levels) ,2,
,Use with caution (interferes with renal tubular secretion of ciprofloxacin and increases ciprofloxacin serum levels) ,4,
,Use with caution (transient elevations in serum creatinine),8,
,Use with caution Altered serum levels of phenytoin (increased and decreased),8,
,Use with caution and monitor virologic response and levels of anticonvulsants. ,2,
,Use with caution Glucose-lowering effect potentiated,8,
,Use with caution Inhibition of methotrexate renal tubular transport potentially leading to increased methotrexate plasma levels,8,
,Use with caution Reduced clearance resulting in elevated levels and prolongation of serum half-life,8,
,Use with caution Two-fold increase in exposure,8,
y,Vardenafil 10 mgPlacebo-subtracted ,14,checked
y,Vardenafil 20 mgPlacebo-subtracted,14,
y,Vardenafil10 mgPlacebo-Subtracted,10,
y,Vardenafil20 mgPlacebo-Subtracted,10,
,VIBERZI may increase the exposure of co-administered OATP1B1 and BCRP substrates.Increased exposure to rosuvastatin when co-administered with VIBERZI with a potential for increased risk of myopathy/rhabdomyolysis [see Clinical Pharmacology (12.3)],1,
y,Voriconazole PlasmaExposure(Cmax and AUC? after200 mg q12h),2,checked
y,Voriconazole Plasma Exposure (Cmax and AUC? after 200 mg q12h),1,
y,Voriconazole Plasma Exposure(Cmax and AUC? after 200 mg q12h) ,2,
y,Voriconazole Plasma Exposure(Cmax and AUC? after200 mg Q12h),1,
,_Nevirapine,1,
,_Rifabutin,1,
,¯ Atazanavir _ Nevirapine,1,
,¯ Efavirenz,1,
,¯ Indinavir,1,
,¯ Itraconazole,1,
,¯ Ketoconazole,1,
,¯ Methadone,1,
,¯ Nevirapine,1,
,¯Amprenavir  _Nevirapine,1,
,¯Amprenavir _Nevirapine,1,
,¯Ethinyl estradiol¯ Norethindrone,1,
,¯Lopinavir ,1,
,¯Nelfinavir M8 Metabolite¯Nelfinavir Cmin,1,